State Code,County Code,Site Num,POC,Latitude,Longitude,Date Local,Time Local,PM25,Press,RH,Temp,Wind Speed,Wind Direction
25,025,0042,3,42.3295,-71.0826,2017-01-01,00:00,9,1009,85,39,6.3,222
25,025,0042,3,42.3295,-71.0826,2017-01-01,01:00,6,1011,86,39,5.1000000000000005,227
25,025,0042,3,42.3295,-71.0826,2017-01-01,02:00,3,1011,87,37,5,224
25,025,0042,3,42.3295,-71.0826,2017-01-01,03:00,3,1009,89,37,4.9,222
25,025,0042,3,42.3295,-71.0826,2017-01-01,04:00,2,1009,88,37,4.9,228
25,025,0042,3,42.3295,-71.0826,2017-01-01,05:00,6,1011,87,37,5,230
25,025,0042,3,42.3295,-71.0826,2017-01-01,06:00,8,1012,86,37,3.5,228
25,025,0042,3,42.3295,-71.0826,2017-01-01,07:00,8,1013,82,37,3.5,236
25,025,0042,3,42.3295,-71.0826,2017-01-01,08:00,9,1015,75,39,3,244
25,025,0042,3,42.3295,-71.0826,2017-01-01,09:00,6,1016,59,43,5.9,282
25,025,0042,3,42.3295,-71.0826,2017-01-01,10:00,5,1017,50,44,6.1000000000000005,279
25,025,0042,3,42.3295,-71.0826,2017-01-01,11:00,7,1017,45,44,6.5,280
25,025,0042,3,42.3295,-71.0826,2017-01-01,12:00,7,1017,40,46,6.4,282
25,025,0042,3,42.3295,-71.0826,2017-01-01,13:00,4,1019,36,46,6.3,285
25,025,0042,3,42.3295,-71.0826,2017-01-01,14:00,3,1020,36,46,5.8,278
25,025,0042,3,42.3295,-71.0826,2017-01-01,15:00,4,1021,39,44,4.9,278
25,025,0042,3,42.3295,-71.0826,2017-01-01,16:00,5,1023,42,41,4.2,285
25,025,0042,3,42.3295,-71.0826,2017-01-01,17:00,11,1024,46,39,2.1,257
25,025,0042,3,42.3295,-71.0826,2017-01-01,18:00,7,1025,47,39,2.3000000000000003,264
25,025,0042,3,42.3295,-71.0826,2017-01-01,19:00,5,1027,50,37,1.3,265
25,025,0042,3,42.3295,-71.0826,2017-01-01,20:00,9,1028,54,35,1,231
25,025,0042,3,42.3295,-71.0826,2017-01-01,21:00,13,1028,59,35,1,227
25,025,0042,3,42.3295,-71.0826,2017-01-01,22:00,16,1029,62,34,0.9,268
25,025,0042,3,42.3295,-71.0826,2017-01-01,23:00,12,1029,64,34,0.9,246
25,025,0042,3,42.3295,-71.0826,2017-01-02,00:00,15,1029,69,32,1.2,225
25,025,0042,3,42.3295,-71.0826,2017-01-02,01:00,16,1029,73,30,0.7000000000000001,228
25,025,0042,3,42.3295,-71.0826,2017-01-02,02:00,13,1031,75,30,1.2,241
25,025,0042,3,42.3295,-71.0826,2017-01-02,03:00,15,1031,77,30,1,234
25,025,0042,3,42.3295,-71.0826,2017-01-02,04:00,14,1031,78,30,1.1,220
25,025,0042,3,42.3295,-71.0826,2017-01-02,05:00,14,1031,79,30,0.8,225
25,025,0042,3,42.3295,-71.0826,2017-01-02,06:00,17,1032,79,30,1,238
25,025,0042,3,42.3295,-71.0826,2017-01-02,07:00,19,1032,81,30,0.5,154
25,025,0042,3,42.3295,-71.0826,2017-01-02,08:00,23,1032,78,32,0.8,168
25,025,0042,3,42.3295,-71.0826,2017-01-02,09:00,22,1033,69,35,1.6,278
25,025,0042,3,42.3295,-71.0826,2017-01-02,10:00,14,1033,63,39,0.9,299
25,025,0042,3,42.3295,-71.0826,2017-01-02,11:00,19,1033,62,41,1.4000000000000001,227
25,025,0042,3,42.3295,-71.0826,2017-01-02,12:00,16,1032,54,43,1,74
25,025,0042,3,42.3295,-71.0826,2017-01-02,13:00,4,1032,52,43,1.2,104
25,025,0042,3,42.3295,-71.0826,2017-01-02,14:00,6,1032,56,43,1,105
25,025,0042,3,42.3295,-71.0826,2017-01-02,15:00,9,1032,61,41,1.4000000000000001,68
25,025,0042,3,42.3295,-71.0826,2017-01-02,16:00,9,1031,65,41,1.1,69
25,025,0042,3,42.3295,-71.0826,2017-01-02,17:00,5,1031,69,41,0.9,99
25,025,0042,3,42.3295,-71.0826,2017-01-02,18:00,4,1031,71,41,1.4000000000000001,114
25,025,0042,3,42.3295,-71.0826,2017-01-02,19:00,9,1031,72,41,1.1,75
25,025,0042,3,42.3295,-71.0826,2017-01-02,20:00,6,1029,71,41,1,75
25,025,0042,3,42.3295,-71.0826,2017-01-02,21:00,7,1028,73,41,1.1,71
25,025,0042,3,42.3295,-71.0826,2017-01-02,22:00,7,1028,75,41,1.1,95
25,025,0042,3,42.3295,-71.0826,2017-01-02,23:00,5,1027,77,41,1.1,106
25,025,0042,3,42.3295,-71.0826,2017-01-03,00:00,4,1025,78,41,1.2,100
25,025,0042,3,42.3295,-71.0826,2017-01-03,01:00,5,1025,78,43,1,82
25,025,0042,3,42.3295,-71.0826,2017-01-03,02:00,4,1025,79,43,1.1,75
25,025,0042,3,42.3295,-71.0826,2017-01-03,03:00,8,1025,80,43,1.3,67
25,025,0042,3,42.3295,-71.0826,2017-01-03,04:00,8,1024,85,41,1.7,65
25,025,0042,3,42.3295,-71.0826,2017-01-03,05:00,7,1023,86,43,1.8,70
25,025,0042,3,42.3295,-71.0826,2017-01-03,06:00,6,1023,82,43,2.3000000000000003,74
25,025,0042,3,42.3295,-71.0826,2017-01-03,07:00,8,1021,80,43,2.3000000000000003,75
25,025,0042,3,42.3295,-71.0826,2017-01-03,08:00,11,1021,80,43,2.4,74
25,025,0042,3,42.3295,-71.0826,2017-01-03,09:00,8,1020,88,41,3,65
25,025,0042,3,42.3295,-71.0826,2017-01-03,10:00,6,1019,93,41,3.6,59
25,025,0042,3,42.3295,-71.0826,2017-01-03,11:00,4,1017,94,41,4.6000000000000005,57
25,025,0042,3,42.3295,-71.0826,2017-01-03,12:00,6,1015,94,43,6,57
25,025,0042,3,42.3295,-71.0826,2017-01-03,13:00,5,1013,95,43,5.5,56
25,025,0042,3,42.3295,-71.0826,2017-01-03,14:00,3,1013,95,43,5.7,56
25,025,0042,3,42.3295,-71.0826,2017-01-03,15:00,4,1011,95,43,6,56
25,025,0042,3,42.3295,-71.0826,2017-01-03,16:00,2,1008,95,43,6.8,55
25,025,0042,3,42.3295,-71.0826,2017-01-03,17:00,0,1007,96,43,6.9,56
25,025,0042,3,42.3295,-71.0826,2017-01-03,18:00,2,1005,96,44,7.7,48
25,025,0042,3,42.3295,-71.0826,2017-01-03,19:00,2,1003,96,44,7.9,46
25,025,0042,3,42.3295,-71.0826,2017-01-03,20:00,0,1001,96,44,9,42
25,025,0042,3,42.3295,-71.0826,2017-01-03,21:00,0,999,95,44,6.9,39
25,025,0042,3,42.3295,-71.0826,2017-01-03,22:00,1,996,95,44,7.4,39
25,025,0042,3,42.3295,-71.0826,2017-01-03,23:00,1,995,94,44,6.2,32
25,025,0042,3,42.3295,-71.0826,2017-01-04,00:00,1,993,94,46,5,21
25,025,0042,3,42.3295,-71.0826,2017-01-04,01:00,2,992,94,44,3.5,355
25,025,0042,3,42.3295,-71.0826,2017-01-04,02:00,5,992,95,44,3,294
25,025,0042,3,42.3295,-71.0826,2017-01-04,03:00,3,992,94,43,3.2,317
25,025,0042,3,42.3295,-71.0826,2017-01-04,04:00,0,992,93,39,2.9,303
25,025,0042,3,42.3295,-71.0826,2017-01-04,05:00,5,993,90,39,3.6,288
25,025,0042,3,42.3295,-71.0826,2017-01-04,06:00,4,993,89,39,2.6,273
25,025,0042,3,42.3295,-71.0826,2017-01-04,07:00,5,995,89,39,2.4,232
25,025,0042,3,42.3295,-71.0826,2017-01-04,08:00,5,995,88,39,2.9,220
25,025,0042,3,42.3295,-71.0826,2017-01-04,09:00,5,996,88,41,4.1,230
25,025,0042,3,42.3295,-71.0826,2017-01-04,10:00,5,995,82,44,3.7,234
25,025,0042,3,42.3295,-71.0826,2017-01-04,11:00,4,995,79,46,3.9,236
25,025,0042,3,42.3295,-71.0826,2017-01-04,12:00,2,993,77,46,4.3,229
25,025,0042,3,42.3295,-71.0826,2017-01-04,13:00,4,993,75,48,4.4,226
25,025,0042,3,42.3295,-71.0826,2017-01-04,14:00,4,995,71,48,3.3000000000000003,235
25,025,0042,3,42.3295,-71.0826,2017-01-04,15:00,3,995,68,48,2.7,241
25,025,0042,3,42.3295,-71.0826,2017-01-04,16:00,2,995,69,48,2.5,243
25,025,0042,3,42.3295,-71.0826,2017-01-04,17:00,8,995,75,46,2.8000000000000003,240
25,025,0042,3,42.3295,-71.0826,2017-01-04,18:00,6,996,81,43,3.4,255
25,025,0042,3,42.3295,-71.0826,2017-01-04,19:00,4,996,81,41,2.3000000000000003,248
25,025,0042,3,42.3295,-71.0826,2017-01-04,20:00,3,997,80,39,5.9,291
25,025,0042,3,42.3295,-71.0826,2017-01-04,21:00,4,997,84,35,3,263
25,025,0042,3,42.3295,-71.0826,2017-01-04,22:00,7,999,60,35,6.4,283
25,025,0042,3,42.3295,-71.0826,2017-01-04,23:00,6,1000,65,34,3,271
25,025,0042,3,42.3295,-71.0826,2017-01-05,00:00,1,1000,59,32,3.4,273
25,025,0042,3,42.3295,-71.0826,2017-01-05,01:00,-1,1001,58,32,4.4,277
25,025,0042,3,42.3295,-71.0826,2017-01-05,02:00,3,1003,58,30,3.3000000000000003,275
25,025,0042,3,42.3295,-71.0826,2017-01-05,03:00,3,1003,58,30,4.1,266
25,025,0042,3,42.3295,-71.0826,2017-01-05,04:00,3,1004,58,28,2.9,259
25,025,0042,3,42.3295,-71.0826,2017-01-05,05:00,9,1005,58,28,3.4,251
25,025,0042,3,42.3295,-71.0826,2017-01-05,06:00,8,1007,49,28,5,274
