Latitude,Longitude,PM25,Press,RH,Temp,Wind Speed,Wind Direction,Month,Day,Hour
42.306674,-83.148754,10,987,58,32,6.9,304,01,01,00
42.306674,-83.148754,10,988,61,32,6.9,297,01,01,01
42.306674,-83.148754,10,989,62,30,5.2,278,01,01,02
42.306674,-83.148754,9,989,64,30,3.5,293,01,01,03
42.306674,-83.148754,11,991,65,30,5.2,246,01,01,04
42.306674,-83.148754,18,991,67,30,6.1000000000000005,225,01,01,05
42.306674,-83.148754,27,992,70,30,5.2,201,01,01,06
42.306674,-83.148754,23,993,69,30,5.2,226,01,01,07
42.306674,-83.148754,16,993,69,30,6.9,232,01,01,08
42.306674,-83.148754,17,995,67,32,6.9,230,01,01,09
42.306674,-83.148754,15,995,62,34,6.1000000000000005,266,01,01,10
42.306674,-83.148754,10,995,56,36,6.1000000000000005,242,01,01,11
42.306674,-83.148754,6,995,50,37,3.5,252,01,01,12
42.306674,-83.148754,11,995,47,39,5.2,188,01,01,13
42.306674,-83.148754,11,995,58,39,7.8,161,01,01,14
42.306674,-83.148754,12,995,59,39,6.9,161,01,01,15
42.306674,-83.148754,12,996,61,37,6.1000000000000005,162,01,01,16
42.306674,-83.148754,10,996,64,36,4.3,157,01,01,17
42.306674,-83.148754,14,997,66,36,4.3,154,01,01,18
42.306674,-83.148754,16,997,69,34,2.6,120,01,01,19
42.306674,-83.148754,17,997,73,32,1.7,113,01,01,20
42.306674,-83.148754,15,997,75,32,1.7,85,01,01,21
42.306674,-83.148754,15,997,74,32,1.7,67,01,01,22
42.306674,-83.148754,18,997,78,30,0.9,2,01,01,23
42.306674,-83.148754,17,997,79,30,0.9,13,01,02,00
42.306674,-83.148754,16,997,82,30,0.9,8,01,02,01
42.306674,-83.148754,14,997,85,30,1.7,44,01,02,02
42.306674,-83.148754,11,997,86,32,1.7,39,01,02,03
42.306674,-83.148754,7,997,87,32,1.7,39,01,02,04
42.306674,-83.148754,8,997,89,30,0.9,41,01,02,05
42.306674,-83.148754,8,997,91,30,1.7,42,01,02,06
42.306674,-83.148754,9,997,93,30,2.6,17,01,02,07
42.306674,-83.148754,14,997,93,30,2.6,15,01,02,08
42.306674,-83.148754,10,996,84,32,1.7,40,01,02,09
42.306674,-83.148754,8,997,75,36,4.3,76,01,02,10
42.306674,-83.148754,8,997,73,37,4.3,79,01,02,11
42.306674,-83.148754,6,996,73,37,6.1000000000000005,83,01,02,12
42.306674,-83.148754,9,995,72,39,4.3,71,01,02,13
42.306674,-83.148754,9,995,73,41,4.3,67,01,02,14
42.306674,-83.148754,8,993,76,41,6.1000000000000005,78,01,02,15
42.306674,-83.148754,7,992,81,39,6.9,77,01,02,16
42.306674,-83.148754,12,992,87,39,3.5,84,01,02,17
42.306674,-83.148754,10,992,94,39,4.3,94,01,02,18
42.306674,-83.148754,8,991,100,37,3.5,79,01,02,19
42.306674,-83.148754,12,991,100,37,2.6,351,01,02,20
42.306674,-83.148754,6,991,100,37,3.5,359,01,02,21
42.306674,-83.148754,4,989,100,39,2.6,44,01,02,22
42.306674,-83.148754,5,989,100,39,1.7,30,01,02,23
42.306674,-83.148754,3,988,100,39,3.5,71,01,03,00
42.306674,-83.148754,0,985,100,39,3.5,64,01,03,01
42.306674,-83.148754,4,985,100,39,5.2,80,01,03,02
42.306674,-83.148754,1,985,100,39,3.5,73,01,03,03
42.306674,-83.148754,2,984,100,39,1.7,33,01,03,04
42.306674,-83.148754,5,983,100,39,1.7,19,01,03,05
42.306674,-83.148754,6,983,100,41,2.6,13,01,03,06
42.306674,-83.148754,5,981,100,41,2.6,31,01,03,07
42.306674,-83.148754,4,981,100,39,2.6,41,01,03,08
42.306674,-83.148754,8,980,100,41,2.6,52,01,03,09
42.306674,-83.148754,15,980,100,41,2.6,25,01,03,10
42.306674,-83.148754,11,980,100,41,3.5,16,01,03,11
42.306674,-83.148754,13,979,100,41,3.5,10,01,03,12
42.306674,-83.148754,14,977,100,43,2.6,11,01,03,13
42.306674,-83.148754,13,977,100,43,1.7,6,01,03,14
42.306674,-83.148754,15,977,100,45,3.5,332,01,03,15
42.306674,-83.148754,9,977,100,45,3.5,344,01,03,16
42.306674,-83.148754,7,976,98,45,4.3,331,01,03,17
42.306674,-83.148754,5,977,96,43,6.9,319,01,03,18
42.306674,-83.148754,3,976,97,41,6.1000000000000005,321,01,03,19
42.306674,-83.148754,6,976,98,41,6.1000000000000005,308,01,03,20
42.306674,-83.148754,3,976,96,39,6.9,305,01,03,21
42.306674,-83.148754,4,977,96,39,10.4,303,01,03,22
42.306674,-83.148754,3,977,92,39,9.6,304,01,03,23
42.306674,-83.148754,5,977,91,39,10.4,298,01,04,00
42.306674,-83.148754,2,976,83,37,11.3,303,01,04,01
42.306674,-83.148754,8,977,81,37,11.3,293,01,04,02
42.306674,-83.148754,3,977,76,37,13,291,01,04,03
42.306674,-83.148754,5,977,70,36,12.200000000000001,285,01,04,04
42.306674,-83.148754,4,979,61,32,14.8,290,01,04,05
42.306674,-83.148754,4,979,63,28,15.6,284,01,04,06
42.306674,-83.148754,4,980,62,25,16.5,290,01,04,07
42.306674,-83.148754,7,980,64,25,13,277,01,04,08
