Latitude,Longitude,PM25,Press,RH,Temp,Wind Speed,Wind Direction,Month,Day,Hour
34.38344,-118.5284,18.7,973,98,39.6,1.8,143.1,01,01,00
34.38344,-118.5284,6.8,974,98,41,1.9000000000000001,132.4,01,01,01
34.38344,-118.5284,10.5,973,98,42,1.1,158.4,01,01,02
34.38344,-118.5284,10.5,973,97,40.7,1.2,157.5,01,01,03
34.38344,-118.5284,4.1,973,98,38.9,1.3,160.5,01,01,04
34.38344,-118.5284,4.6000000000000005,974,99,39.2,1.6,151.8,01,01,05
34.38344,-118.5284,6.5,974,100,40.4,1.7,169.5,01,01,06
34.38344,-118.5284,5.8,974,100,42.800000000000004,1.5,126.7,01,01,07
34.38344,-118.5284,7,974,94,45.300000000000004,0.8,146,01,01,08
34.38344,-118.5284,7,974,73,51.300000000000004,1.2,131,01,01,09
34.38344,-118.5284,6.6000000000000005,974,62,54.9,6.1000000000000005,179,01,01,10
34.38344,-118.5284,6.8,974,61,54.800000000000004,10.3,177.70000000000002,01,01,11
34.38344,-118.5284,4.1,974,57,55.6,11.200000000000001,181.1,01,01,12
34.38344,-118.5284,4.3,974,58,56.2,10.4,179.1,01,01,13
34.38344,-118.5284,7.9,974,56,56.6,9.700000000000001,189.6,01,01,14
34.38344,-118.5284,10.8,974,59,55.5,9.700000000000001,188.20000000000002,01,01,15
34.38344,-118.5284,11.3,974,69,53.1,7.6000000000000005,209.20000000000002,01,01,16
34.38344,-118.5284,8.6,975,76,51.5,5.7,211.20000000000002,01,01,17
34.38344,-118.5284,6.6000000000000005,975,76,51.5,6.5,198.4,01,01,18
34.38344,-118.5284,6.8,976,75,51.2,4.7,210.3,01,01,19
34.38344,-118.5284,6.3,976,74,51.1,5,231.6,01,01,20
34.38344,-118.5284,8.3,977,76,50.9,2.2,220.20000000000002,01,01,21
34.38344,-118.5284,10.8,977,81,50.4,3.3000000000000003,208.8,01,01,22
34.38344,-118.5284,6.8,977,82,50.5,5.3,214.6,01,01,23
34.38344,-118.5284,3.4,976,81,50.2,4.9,209.5,01,02,00
34.38344,-118.5284,3,977,80,50.300000000000004,5.9,213.4,01,02,01
