Latitude,Longitude,PM25,Press,RH,Temp,Wind Speed,Wind Direction,Date Time,Month,Day,Hour
42.306674,-83.148754,15,997,75,32,1.7,85,2017-01-01 21:00:00,1,1,21
42.306674,-83.148754,15,997,74,32,1.7,67,2017-01-01 22:00:00,1,1,22
42.306674,-83.148754,18,997,78,30,0.9,2,2017-01-01 23:00:00,1,1,23
42.306674,-83.148754,17,997,79,30,0.9,13,2017-01-02 00:00:00,1,2,0
42.306674,-83.148754,16,997,82,30,0.9,8,2017-01-02 01:00:00,1,2,1
42.306674,-83.148754,14,997,85,30,1.7,44,2017-01-02 02:00:00,1,2,2
42.306674,-83.148754,11,997,86,32,1.7,39,2017-01-02 03:00:00,1,2,3
42.306674,-83.148754,7,997,87,32,1.7,39,2017-01-02 04:00:00,1,2,4
42.306674,-83.148754,8,997,89,30,0.9,41,2017-01-02 05:00:00,1,2,5
42.306674,-83.148754,8,997,91,30,1.7,42,2017-01-02 06:00:00,1,2,6
42.306674,-83.148754,9,997,93,30,2.6,17,2017-01-02 07:00:00,1,2,7
42.306674,-83.148754,14,997,93,30,2.6,15,2017-01-02 08:00:00,1,2,8
42.306674,-83.148754,10,996,84,32,1.7,40,2017-01-02 09:00:00,1,2,9
42.306674,-83.148754,8,997,75,36,4.3,76,2017-01-02 10:00:00,1,2,10
42.306674,-83.148754,8,997,73,37,4.3,79,2017-01-02 11:00:00,1,2,11
42.306674,-83.148754,6,996,73,37,6.1000000000000005,83,2017-01-02 12:00:00,1,2,12
42.306674,-83.148754,9,995,72,39,4.3,71,2017-01-02 13:00:00,1,2,13
42.306674,-83.148754,9,995,73,41,4.3,67,2017-01-02 14:00:00,1,2,14
42.306674,-83.148754,8,993,76,41,6.1000000000000005,78,2017-01-02 15:00:00,1,2,15
42.306674,-83.148754,7,992,81,39,6.9,77,2017-01-02 16:00:00,1,2,16
42.306674,-83.148754,12,992,87,39,3.5,84,2017-01-02 17:00:00,1,2,17
42.306674,-83.148754,10,992,94,39,4.3,94,2017-01-02 18:00:00,1,2,18
42.306674,-83.148754,8,991,100,37,3.5,79,2017-01-02 19:00:00,1,2,19
42.306674,-83.148754,12,991,100,37,2.6,351,2017-01-02 20:00:00,1,2,20
42.306674,-83.148754,6,991,100,37,3.5,359,2017-01-02 21:00:00,1,2,21
42.306674,-83.148754,4,989,100,39,2.6,44,2017-01-02 22:00:00,1,2,22
42.306674,-83.148754,5,989,100,39,1.7,30,2017-01-02 23:00:00,1,2,23
42.306674,-83.148754,3,988,100,39,3.5,71,2017-01-03 00:00:00,1,3,0
42.306674,-83.148754,3,985,100,39,3.5,64,2017-01-03 01:00:00,1,3,1
42.306674,-83.148754,4,985,100,39,5.2,80,2017-01-03 02:00:00,1,3,2
42.306674,-83.148754,1,985,100,39,3.5,73,2017-01-03 03:00:00,1,3,3
42.306674,-83.148754,2,984,100,39,1.7,33,2017-01-03 04:00:00,1,3,4
42.306674,-83.148754,5,983,100,39,1.7,19,2017-01-03 05:00:00,1,3,5
42.306674,-83.148754,6,983,100,41,2.6,13,2017-01-03 06:00:00,1,3,6
42.306674,-83.148754,5,981,100,41,2.6,31,2017-01-03 07:00:00,1,3,7
42.306674,-83.148754,4,981,100,39,2.6,41,2017-01-03 08:00:00,1,3,8
42.306674,-83.148754,8,980,100,41,2.6,52,2017-01-03 09:00:00,1,3,9
42.306674,-83.148754,15,980,100,41,2.6,25,2017-01-03 10:00:00,1,3,10
42.306674,-83.148754,11,980,100,41,3.5,16,2017-01-03 11:00:00,1,3,11
42.306674,-83.148754,13,979,100,41,3.5,10,2017-01-03 12:00:00,1,3,12
42.306674,-83.148754,14,977,100,43,2.6,11,2017-01-03 13:00:00,1,3,13
42.306674,-83.148754,13,977,100,43,1.7,6,2017-01-03 14:00:00,1,3,14
42.306674,-83.148754,15,977,100,45,3.5,332,2017-01-03 15:00:00,1,3,15
42.306674,-83.148754,9,977,100,45,3.5,344,2017-01-03 16:00:00,1,3,16
42.306674,-83.148754,7,976,98,45,4.3,331,2017-01-03 17:00:00,1,3,17
42.306674,-83.148754,5,977,96,43,6.9,319,2017-01-03 18:00:00,1,3,18
42.306674,-83.148754,3,976,97,41,6.1000000000000005,321,2017-01-03 19:00:00,1,3,19
42.306674,-83.148754,6,976,98,41,6.1000000000000005,308,2017-01-03 20:00:00,1,3,20
42.306674,-83.148754,3,976,96,39,6.9,305,2017-01-03 21:00:00,1,3,21
42.306674,-83.148754,4,977,96,39,10.4,303,2017-01-03 22:00:00,1,3,22
42.306674,-83.148754,3,977,92,39,9.6,304,2017-01-03 23:00:00,1,3,23
42.306674,-83.148754,5,977,91,39,10.4,298,2017-01-04 00:00:00,1,4,0
42.306674,-83.148754,2,976,83,37,11.3,303,2017-01-04 01:00:00,1,4,1
42.306674,-83.148754,8,977,81,37,11.3,293,2017-01-04 02:00:00,1,4,2
42.306674,-83.148754,3,977,76,37,13,291,2017-01-04 03:00:00,1,4,3
42.306674,-83.148754,5,977,70,36,12.200000000000001,285,2017-01-04 04:00:00,1,4,4
42.306674,-83.148754,4,979,61,32,14.8,290,2017-01-04 05:00:00,1,4,5
42.306674,-83.148754,4,979,63,28,15.6,284,2017-01-04 06:00:00,1,4,6
42.306674,-83.148754,4,980,62,25,16.5,290,2017-01-04 07:00:00,1,4,7
42.306674,-83.148754,7,980,64,25,13,277,2017-01-04 08:00:00,1,4,8
42.306674,-83.148754,4,980,62,23,14.8,284,2017-01-04 09:00:00,1,4,9
42.306674,-83.148754,7,981,60,23,14.8,285,2017-01-04 10:00:00,1,4,10
42.306674,-83.148754,5,981,59,21,15.6,291,2017-01-04 11:00:00,1,4,11
42.306674,-83.148754,2,981,60,21,16.5,289,2017-01-04 12:00:00,1,4,12
42.306674,-83.148754,4,981,56,23,16.5,287,2017-01-04 13:00:00,1,4,13
42.306674,-83.148754,6,981,56,23,14.8,285,2017-01-04 14:00:00,1,4,14
42.306674,-83.148754,6,983,56,21,14.8,282,2017-01-04 15:00:00,1,4,15
42.306674,-83.148754,2,983,53,21,14.8,284,2017-01-04 16:00:00,1,4,16
42.306674,-83.148754,7,983,57,21,14.8,281,2017-01-04 17:00:00,1,4,17
42.306674,-83.148754,6,984,61,21,12.200000000000001,273,2017-01-04 18:00:00,1,4,18
42.306674,-83.148754,9,984,61,21,13.9,284,2017-01-04 19:00:00,1,4,19
42.306674,-83.148754,8,984,61,21,13,287,2017-01-04 20:00:00,1,4,20
42.306674,-83.148754,5,985,64,21,11.3,285,2017-01-04 21:00:00,1,4,21
42.306674,-83.148754,7,985,65,19,10.4,297,2017-01-04 22:00:00,1,4,22
42.306674,-83.148754,5,985,66,19,7.8,287,2017-01-04 23:00:00,1,4,23
42.306674,-83.148754,7,985,70,19,8.700000000000001,297,2017-01-05 00:00:00,1,5,0
42.306674,-83.148754,6,987,73,19,7.8,296,2017-01-05 01:00:00,1,5,1
42.306674,-83.148754,5,987,71,19,7.8,297,2017-01-05 02:00:00,1,5,2
42.306674,-83.148754,4,987,68,19,7.8,299,2017-01-05 03:00:00,1,5,3
42.306674,-83.148754,4,987,65,18,8.700000000000001,298,2017-01-05 04:00:00,1,5,4
42.306674,-83.148754,6,987,64,19,7.8,290,2017-01-05 05:00:00,1,5,5
42.306674,-83.148754,6,987,66,19,6.9,295,2017-01-05 06:00:00,1,5,6
42.306674,-83.148754,9,987,68,19,7.8,290,2017-01-05 07:00:00,1,5,7
42.306674,-83.148754,8,987,79,18,7.8,299,2017-01-05 08:00:00,1,5,8
42.306674,-83.148754,9,987,81,18,8.700000000000001,275,2017-01-05 09:00:00,1,5,9
42.306674,-83.148754,8,987,76,18,9.6,293,2017-01-05 10:00:00,1,5,10
42.306674,-83.148754,4,987,59,18,9.6,275,2017-01-05 11:00:00,1,5,11
42.306674,-83.148754,7,987,57,18,9.6,285,2017-01-05 12:00:00,1,5,12
42.306674,-83.148754,6,985,59,18,9.6,279,2017-01-05 13:00:00,1,5,13
42.306674,-83.148754,7,985,66,18,8.700000000000001,275,2017-01-05 14:00:00,1,5,14
42.306674,-83.148754,4,985,58,18,8.700000000000001,286,2017-01-05 15:00:00,1,5,15
42.306674,-83.148754,8,987,54,16,8.700000000000001,292,2017-01-05 16:00:00,1,5,16
42.306674,-83.148754,12,987,55,16,7.8,294,2017-01-05 17:00:00,1,5,17
42.306674,-83.148754,14,988,66,14,6.9,304,2017-01-05 18:00:00,1,5,18
42.306674,-83.148754,10,988,65,14,6.9,306,2017-01-05 19:00:00,1,5,19
42.306674,-83.148754,8,988,65,14,7.8,301,2017-01-05 20:00:00,1,5,20
42.306674,-83.148754,9,989,62,14,7.8,299,2017-01-05 21:00:00,1,5,21
42.306674,-83.148754,10,989,65,12,6.1000000000000005,279,2017-01-05 22:00:00,1,5,22
42.306674,-83.148754,11,989,73,12,6.9,294,2017-01-05 23:00:00,1,5,23
42.306674,-83.148754,9,989,80,12,6.1000000000000005,278,2017-01-06 00:00:00,1,6,0
42.306674,-83.148754,11,989,78,12,6.9,262,2017-01-06 01:00:00,1,6,1
42.306674,-83.148754,12,989,79,12,4.3,296,2017-01-06 02:00:00,1,6,2
42.306674,-83.148754,8,991,80,12,4.3,328,2017-01-06 03:00:00,1,6,3
42.306674,-83.148754,8,991,75,10,5.2,325,2017-01-06 04:00:00,1,6,4
42.306674,-83.148754,8,991,75,10,4.3,335,2017-01-06 05:00:00,1,6,5
42.306674,-83.148754,10,991,74,10,3.5,334,2017-01-06 06:00:00,1,6,6
42.306674,-83.148754,11,992,73,10,3.5,315,2017-01-06 07:00:00,1,6,7
42.306674,-83.148754,13,992,72,10,4.3,299,2017-01-06 08:00:00,1,6,8
42.306674,-83.148754,10,993,69,12,6.9,287,2017-01-06 09:00:00,1,6,9
42.306674,-83.148754,8,995,60,12,8.700000000000001,286,2017-01-06 10:00:00,1,6,10
42.306674,-83.148754,9,995,65,12,9.6,300,2017-01-06 11:00:00,1,6,11
42.306674,-83.148754,6,995,60,14,8.700000000000001,293,2017-01-06 12:00:00,1,6,12
42.306674,-83.148754,6,995,53,14,9.6,284,2017-01-06 13:00:00,1,6,13
42.306674,-83.148754,9,995,54,14,8.700000000000001,276,2017-01-06 14:00:00,1,6,14
42.306674,-83.148754,7,996,51,14,8.700000000000001,283,2017-01-06 15:00:00,1,6,15
42.306674,-83.148754,9,996,52,14,7.8,286,2017-01-06 16:00:00,1,6,16
42.306674,-83.148754,8,997,51,14,7.8,279,2017-01-06 17:00:00,1,6,17
42.306674,-83.148754,10,997,51,14,6.1000000000000005,292,2017-01-06 18:00:00,1,6,18
42.306674,-83.148754,10,999,56,14,6.9,277,2017-01-06 19:00:00,1,6,19
42.306674,-83.148754,9,999,59,12,7.8,277,2017-01-06 20:00:00,1,6,20
42.306674,-83.148754,12,999,66,12,6.9,274,2017-01-06 21:00:00,1,6,21
42.306674,-83.148754,12,999,72,12,6.9,269,2017-01-06 22:00:00,1,6,22
42.306674,-83.148754,12,1000,74,12,6.1000000000000005,273,2017-01-06 23:00:00,1,6,23
42.306674,-83.148754,10,1000,74,10,6.1000000000000005,292,2017-01-07 00:00:00,1,7,0
42.306674,-83.148754,12,1000,74,10,6.9,291,2017-01-07 01:00:00,1,7,1
42.306674,-83.148754,12,1000,72,9,6.9,294,2017-01-07 02:00:00,1,7,2
42.306674,-83.148754,12,1001,70,9,6.1000000000000005,298,2017-01-07 03:00:00,1,7,3
42.306674,-83.148754,13,1001,70,7,5.2,300,2017-01-07 04:00:00,1,7,4
42.306674,-83.148754,12,1001,71,7,6.1000000000000005,299,2017-01-07 05:00:00,1,7,5
42.306674,-83.148754,15,1001,71,7,5.2,285,2017-01-07 06:00:00,1,7,6
42.306674,-83.148754,16,1001,72,7,5.2,275,2017-01-07 07:00:00,1,7,7
42.306674,-83.148754,15,1001,73,9,6.1000000000000005,265,2017-01-07 08:00:00,1,7,8
42.306674,-83.148754,16,1003,74,9,6.1000000000000005,272,2017-01-07 09:00:00,1,7,9
42.306674,-83.148754,14,1003,73,10,5.2,278,2017-01-07 10:00:00,1,7,10
42.306674,-83.148754,10,1003,71,12,6.9,267,2017-01-07 11:00:00,1,7,11
42.306674,-83.148754,3,1001,62,14,8.700000000000001,272,2017-01-07 12:00:00,1,7,12
42.306674,-83.148754,5,1001,57,14,10.4,279,2017-01-07 13:00:00,1,7,13
42.306674,-83.148754,6,1000,55,16,10.4,277,2017-01-07 14:00:00,1,7,14
42.306674,-83.148754,8,1000,56,16,10.4,277,2017-01-07 15:00:00,1,7,15
42.306674,-83.148754,9,1000,58,16,9.6,275,2017-01-07 16:00:00,1,7,16
42.306674,-83.148754,10,1001,67,16,8.700000000000001,294,2017-01-07 17:00:00,1,7,17
42.306674,-83.148754,6,1001,76,16,7.8,295,2017-01-07 18:00:00,1,7,18
42.306674,-83.148754,3,1001,62,16,7.8,293,2017-01-07 19:00:00,1,7,19
42.306674,-83.148754,10,1001,74,16,7.8,273,2017-01-07 20:00:00,1,7,20
42.306674,-83.148754,3,1001,73,14,11.3,308,2017-01-07 21:00:00,1,7,21
42.306674,-83.148754,1,1003,52,14,8.700000000000001,301,2017-01-07 22:00:00,1,7,22
42.306674,-83.148754,7,1003,52,12,9.6,298,2017-01-07 23:00:00,1,7,23
42.306674,-83.148754,8,1003,58,12,9.6,296,2017-01-08 00:00:00,1,8,0
42.306674,-83.148754,7,1003,63,10,8.700000000000001,296,2017-01-08 01:00:00,1,8,1
42.306674,-83.148754,6,1004,66,10,8.700000000000001,295,2017-01-08 02:00:00,1,8,2
42.306674,-83.148754,5,1004,67,10,8.700000000000001,297,2017-01-08 03:00:00,1,8,3
42.306674,-83.148754,5,1004,68,10,8.700000000000001,297,2017-01-08 04:00:00,1,8,4
42.306674,-83.148754,5,1005,69,9,8.700000000000001,296,2017-01-08 05:00:00,1,8,5
42.306674,-83.148754,6,1005,69,9,8.700000000000001,295,2017-01-08 06:00:00,1,8,6
42.306674,-83.148754,6,1007,70,9,7.8,296,2017-01-08 07:00:00,1,8,7
42.306674,-83.148754,6,1008,70,9,6.1000000000000005,296,2017-01-08 08:00:00,1,8,8
42.306674,-83.148754,6,1008,65,10,8.700000000000001,300,2017-01-08 09:00:00,1,8,9
42.306674,-83.148754,7,1009,60,14,9.6,307,2017-01-08 10:00:00,1,8,10
42.306674,-83.148754,3,1009,56,16,8.700000000000001,317,2017-01-08 11:00:00,1,8,11
42.306674,-83.148754,2,1009,52,16,8.700000000000001,321,2017-01-08 12:00:00,1,8,12
42.306674,-83.148754,8,1009,49,18,8.700000000000001,306,2017-01-08 13:00:00,1,8,13
42.306674,-83.148754,4,1009,51,18,7.8,303,2017-01-08 14:00:00,1,8,14
42.306674,-83.148754,6,1009,50,18,6.1000000000000005,309,2017-01-08 15:00:00,1,8,15
42.306674,-83.148754,6,1009,52,16,7.8,291,2017-01-08 16:00:00,1,8,16
42.306674,-83.148754,9,1011,56,16,6.9,296,2017-01-08 17:00:00,1,8,17
42.306674,-83.148754,6,1011,56,16,6.1000000000000005,277,2017-01-08 18:00:00,1,8,18
42.306674,-83.148754,7,1011,56,16,5.2,281,2017-01-08 19:00:00,1,8,19
42.306674,-83.148754,7,1009,57,16,3.5,198,2017-01-08 20:00:00,1,8,20
42.306674,-83.148754,11,1009,58,16,7.8,177,2017-01-08 21:00:00,1,8,21
42.306674,-83.148754,15,1008,61,18,6.1000000000000005,176,2017-01-08 22:00:00,1,8,22
42.306674,-83.148754,17,1008,66,18,7.8,181,2017-01-08 23:00:00,1,8,23
42.306674,-83.148754,18,1007,68,18,7.8,190,2017-01-09 00:00:00,1,9,0
42.306674,-83.148754,12,1007,65,18,7.8,189,2017-01-09 01:00:00,1,9,1
42.306674,-83.148754,14,1007,64,18,7.8,188,2017-01-09 02:00:00,1,9,2
42.306674,-83.148754,15,1005,66,18,8.700000000000001,178,2017-01-09 03:00:00,1,9,3
42.306674,-83.148754,12,1004,65,18,9.6,178,2017-01-09 04:00:00,1,9,4
42.306674,-83.148754,14,1004,64,18,9.6,178,2017-01-09 05:00:00,1,9,5
42.306674,-83.148754,9,1003,62,19,11.3,174,2017-01-09 06:00:00,1,9,6
42.306674,-83.148754,11,1001,61,19,12.200000000000001,177,2017-01-09 07:00:00,1,9,7
42.306674,-83.148754,17,1001,60,21,9.6,191,2017-01-09 08:00:00,1,9,8
42.306674,-83.148754,18,1003,58,21,7.8,198,2017-01-09 09:00:00,1,9,9
42.306674,-83.148754,18,1003,56,23,9.6,220,2017-01-09 10:00:00,1,9,10
42.306674,-83.148754,18,1001,54,25,9.6,232,2017-01-09 11:00:00,1,9,11
42.306674,-83.148754,14,1000,55,27,7.8,241,2017-01-09 12:00:00,1,9,12
42.306674,-83.148754,15,1000,54,27,8.700000000000001,240,2017-01-09 13:00:00,1,9,13
42.306674,-83.148754,14,1000,54,28,7.8,244,2017-01-09 14:00:00,1,9,14
42.306674,-83.148754,13,1000,54,28,6.1000000000000005,240,2017-01-09 15:00:00,1,9,15
42.306674,-83.148754,6,1009,52,16,7.8,291,2017-01-09 16:00:00,1,9,16
42.306674,-83.148754,18,1000,57,28,6.9,181,2017-01-09 17:00:00,1,9,17
42.306674,-83.148754,19,1000,61,28,8.700000000000001,175,2017-01-09 18:00:00,1,9,18
42.306674,-83.148754,15,1000,61,28,7.8,188,2017-01-09 19:00:00,1,9,19
42.306674,-83.148754,15,1000,64,28,6.9,178,2017-01-09 20:00:00,1,9,20
42.306674,-83.148754,13,999,65,28,8.700000000000001,173,2017-01-09 21:00:00,1,9,21
42.306674,-83.148754,12,997,65,30,9.6,170,2017-01-09 22:00:00,1,9,22
42.306674,-83.148754,12,997,65,30,10.4,173,2017-01-09 23:00:00,1,9,23
42.306674,-83.148754,13,997,81,28,8.700000000000001,181,2017-01-10 00:00:00,1,10,0
42.306674,-83.148754,14,996,95,28,7.8,166,2017-01-10 01:00:00,1,10,1
42.306674,-83.148754,8,995,99,28,6.9,156,2017-01-10 02:00:00,1,10,2
42.306674,-83.148754,9,993,99,30,7.8,162,2017-01-10 03:00:00,1,10,3
42.306674,-83.148754,7,992,97,30,8.700000000000001,162,2017-01-10 04:00:00,1,10,4
42.306674,-83.148754,10,991,100,30,7.8,159,2017-01-10 05:00:00,1,10,5
42.306674,-83.148754,14,991,100,32,10.4,169,2017-01-10 06:00:00,1,10,6
42.306674,-83.148754,7,989,100,32,11.3,169,2017-01-10 07:00:00,1,10,7
42.306674,-83.148754,8,988,100,32,12.200000000000001,171,2017-01-10 08:00:00,1,10,8
42.306674,-83.148754,7,987,100,34,12.200000000000001,171,2017-01-10 09:00:00,1,10,9
42.306674,-83.148754,7,985,100,34,13,173,2017-01-10 10:00:00,1,10,10
42.306674,-83.148754,4,984,100,36,13,175,2017-01-10 11:00:00,1,10,11
42.306674,-83.148754,4,981,100,36,13.9,174,2017-01-10 12:00:00,1,10,12
42.306674,-83.148754,5,979,98,36,12.200000000000001,173,2017-01-10 13:00:00,1,10,13
42.306674,-83.148754,6,977,94,37,14.8,175,2017-01-10 14:00:00,1,10,14
42.306674,-83.148754,5,975,96,37,13.9,173,2017-01-10 15:00:00,1,10,15
42.306674,-83.148754,5,975,95,39,13.9,175,2017-01-10 16:00:00,1,10,16
42.306674,-83.148754,4,972,90,43,14.8,175,2017-01-10 17:00:00,1,10,17
42.306674,-83.148754,7,972,84,46,15.6,187,2017-01-10 18:00:00,1,10,18
42.306674,-83.148754,8,971,86,46,13,192,2017-01-10 19:00:00,1,10,19
42.306674,-83.148754,11,971,90,48,11.3,201,2017-01-10 20:00:00,1,10,20
42.306674,-83.148754,13,972,84,50,15.6,227,2017-01-10 21:00:00,1,10,21
42.306674,-83.148754,16,975,72,45,15.6,263,2017-01-10 22:00:00,1,10,22
42.306674,-83.148754,17,979,68,41,16.5,259,2017-01-10 23:00:00,1,10,23
42.306674,-83.148754,17,981,69,39,13,255,2017-01-11 00:00:00,1,11,0
42.306674,-83.148754,16,984,68,37,13.9,257,2017-01-11 01:00:00,1,11,1
42.306674,-83.148754,16,987,67,37,10.4,253,2017-01-11 02:00:00,1,11,2
42.306674,-83.148754,14,988,69,36,7.8,249,2017-01-11 03:00:00,1,11,3
42.306674,-83.148754,11,989,69,34,9.6,255,2017-01-11 04:00:00,1,11,4
42.306674,-83.148754,12,991,69,34,7.8,252,2017-01-11 05:00:00,1,11,5
42.306674,-83.148754,13,991,72,32,6.1000000000000005,244,2017-01-11 06:00:00,1,11,6
42.306674,-83.148754,18,992,74,32,6.9,213,2017-01-11 07:00:00,1,11,7
42.306674,-83.148754,13,992,79,32,8.700000000000001,178,2017-01-11 08:00:00,1,11,8
42.306674,-83.148754,20,992,84,32,9.6,177,2017-01-11 09:00:00,1,11,9
42.306674,-83.148754,16,992,84,34,8.700000000000001,182,2017-01-11 10:00:00,1,11,10
42.306674,-83.148754,12,991,81,36,7.8,168,2017-01-11 11:00:00,1,11,11
42.306674,-83.148754,11,989,79,37,6.9,165,2017-01-11 12:00:00,1,11,12
42.306674,-83.148754,9,987,77,37,6.9,160,2017-01-11 13:00:00,1,11,13
42.306674,-83.148754,9,987,74,39,7.8,167,2017-01-11 14:00:00,1,11,14
42.306674,-83.148754,10,985,76,41,6.1000000000000005,163,2017-01-11 15:00:00,1,11,15
42.306674,-83.148754,14,984,79,43,4.3,145,2017-01-11 16:00:00,1,11,16
42.306674,-83.148754,16,983,85,45,4.3,149,2017-01-11 17:00:00,1,11,17
42.306674,-83.148754,10,983,94,48,8.700000000000001,170,2017-01-11 18:00:00,1,11,18
42.306674,-83.148754,5,981,98,48,10.4,171,2017-01-11 19:00:00,1,11,19
42.306674,-83.148754,3,981,100,48,11.3,171,2017-01-11 20:00:00,1,11,20
42.306674,-83.148754,5,979,100,48,9.6,165,2017-01-11 21:00:00,1,11,21
42.306674,-83.148754,7,977,100,48,10.4,171,2017-01-11 22:00:00,1,11,22
42.306674,-83.148754,12,977,100,52,9.6,180,2017-01-11 23:00:00,1,11,23
42.306674,-83.148754,19,977,96,57,9.6,212,2017-01-12 00:00:00,1,12,0
42.306674,-83.148754,15,979,91,59,12.200000000000001,229,2017-01-12 01:00:00,1,12,1
42.306674,-83.148754,8,979,91,57,8.700000000000001,237,2017-01-12 02:00:00,1,12,2
42.306674,-83.148754,7,980,95,55,6.9,287,2017-01-12 03:00:00,1,12,3
42.306674,-83.148754,7,983,97,46,6.1000000000000005,338,2017-01-12 04:00:00,1,12,4
42.306674,-83.148754,6,983,100,41,5.2,0,2017-01-12 05:00:00,1,12,5
42.306674,-83.148754,8,984,100,37,3.5,28,2017-01-12 06:00:00,1,12,6
42.306674,-83.148754,5,985,100,34,3.5,25,2017-01-12 07:00:00,1,12,7
42.306674,-83.148754,6,985,96,34,3.5,37,2017-01-12 08:00:00,1,12,8
42.306674,-83.148754,10,987,96,32,3.5,15,2017-01-12 09:00:00,1,12,9
42.306674,-83.148754,4,987,98,32,2.6,35,2017-01-12 10:00:00,1,12,10
42.306674,-83.148754,6,987,97,32,2.6,11,2017-01-12 11:00:00,1,12,11
42.306674,-83.148754,6,987,96,34,4.3,348,2017-01-12 12:00:00,1,12,12
42.306674,-83.148754,9,988,94,34,6.1000000000000005,321,2017-01-12 13:00:00,1,12,13
42.306674,-83.148754,6,989,90,34,6.9,321,2017-01-12 14:00:00,1,12,14
42.306674,-83.148754,8,991,88,34,6.9,323,2017-01-12 15:00:00,1,12,15
42.306674,-83.148754,8,992,87,34,7.8,320,2017-01-12 16:00:00,1,12,16
42.306674,-83.148754,10,995,85,32,6.9,313,2017-01-12 17:00:00,1,12,17
42.306674,-83.148754,9,996,82,32,8.700000000000001,302,2017-01-12 18:00:00,1,12,18
42.306674,-83.148754,8,997,78,32,8.700000000000001,297,2017-01-12 19:00:00,1,12,19
42.306674,-83.148754,9,999,74,30,7.8,299,2017-01-12 20:00:00,1,12,20
42.306674,-83.148754,10,1000,73,32,6.9,282,2017-01-12 21:00:00,1,12,21
42.306674,-83.148754,11,1001,74,32,6.9,270,2017-01-12 22:00:00,1,12,22
42.306674,-83.148754,7,1001,71,30,8.700000000000001,287,2017-01-12 23:00:00,1,12,23
42.306674,-83.148754,6,1003,70,30,9.6,298,2017-01-13 00:00:00,1,13,0
42.306674,-83.148754,5,1004,62,28,7.8,312,2017-01-13 01:00:00,1,13,1
42.306674,-83.148754,7,1005,61,27,7.8,313,2017-01-13 02:00:00,1,13,2
42.306674,-83.148754,7,1007,60,25,7.8,321,2017-01-13 03:00:00,1,13,3
42.306674,-83.148754,8,1008,61,25,6.1000000000000005,332,2017-01-13 04:00:00,1,13,4
42.306674,-83.148754,8,1009,61,23,6.1000000000000005,328,2017-01-13 05:00:00,1,13,5
42.306674,-83.148754,10,1009,63,21,5.2,342,2017-01-13 06:00:00,1,13,6
42.306674,-83.148754,14,1012,62,21,5.2,335,2017-01-13 07:00:00,1,13,7
42.306674,-83.148754,13,1012,64,21,5.2,333,2017-01-13 08:00:00,1,13,8
42.306674,-83.148754,11,1013,61,21,4.3,356,2017-01-13 09:00:00,1,13,9
42.306674,-83.148754,9,1015,58,21,4.3,346,2017-01-13 10:00:00,1,13,10
42.306674,-83.148754,9,1015,58,23,4.3,330,2017-01-13 11:00:00,1,13,11
42.306674,-83.148754,7,1015,56,23,3.5,343,2017-01-13 12:00:00,1,13,12
42.306674,-83.148754,8,1015,54,25,3.5,346,2017-01-13 13:00:00,1,13,13
42.306674,-83.148754,8,1015,51,25,3.5,350,2017-01-13 14:00:00,1,13,14
42.306674,-83.148754,8,1015,51,27,2.6,17,2017-01-13 15:00:00,1,13,15
42.306674,-83.148754,8,1015,52,27,2.6,33,2017-01-13 16:00:00,1,13,16
42.306674,-83.148754,10,1015,55,25,2.6,31,2017-01-13 17:00:00,1,13,17
